unit_id,task_id,domain,dimension,task_title_short,gold_dimension_value,label_gpt4o,conf_gpt4o,reason_gpt4o,label_claude,conf_claude,reason_claude,proxy_final_label,adjudication_needed,adjudicator_label,adjudicator_note
TC07_how_to_do,TC07,technical,how_to_do,写一份前端React项目代码规范与工程化配置指南,定义代码风格与命名规则；制定组件设计原则与最佳实践；配置Linting工具如ESLint并集成到CI/CD流程中；使用Prettier等格式化工具保持代码风格一致；引入TypeScript增强类型安全；设置模块化和文件结构标准；编写详尽的文档和示例代码。,public,3,"The listed practices are standard and widely recognized in the domain of front-end React development for achieving the stated goals of improving code quality, consistency, and maintainability.",public,2,"The specific technical practices mentioned (ESLint, Prettier, TypeScript, CI/CD integration) are standard industry conventions for React project standardization that any experienced developer would expect in a comprehensive coding standards guide.",public,False,,
TC07_when,TC07,technical,when,写一份前端React项目代码规范与工程化配置指南,在项目启动初期或团队扩增时，确保所有成员从一开始就遵循统一的标准；定期回顾和更新规范以适应技术发展。,public,2,"It is common practice to establish and review coding standards at the start of a project or during team expansion, and to update them periodically to align with evolving technologies.",public,2,"The timing for implementing coding standards (project start, team expansion, periodic reviews) follows standard software engineering best practices that are widely known in the technical domain.",public,False,,
TC07_where,TC07,technical,where,写一份前端React项目代码规范与工程化配置指南,适用于公司内部的所有React项目，包括但不限于Web应用、移动Web应用以及混合应用；覆盖不同规模和复杂度的项目。,mixed,2,"The general scope of applying to React projects is inferable, but the specific inclusion of different project types and scales is user-specific.",mixed,2,"While it's inferable that a React code standards guide would apply to React projects generally, the specific scope of 'company internal projects' and detailed application types requires organizational context not available from the task alone.",mixed,False,,
TC07_who,TC07,technical,who,写一份前端React项目代码规范与工程化配置指南,前端开发工程师（主要受众）、项目经理（监督和管理）、技术负责人（决策支持）、新人培训师（教育和指导）,mixed,2,"The general audience of front-end developers is inferable, but the inclusion of roles like project managers, technical leads, and trainers involves user-specific details.",public,2,The target audience for a React code standards guide is clearly inferable from standard software development team roles and the document's purpose.,mixed,False,,
TC07_why,TC07,technical,why,写一份前端React项目代码规范与工程化配置指南,提高前端开发团队的代码质量和一致性，减少维护成本，提升项目可扩展性和开发效率；同时为新成员提供清晰的指导，确保项目顺利进行。,mixed,2,"The general goals of improving code quality, consistency, and efficiency are inferable, but the inclusion of providing guidance for new members is user-specific and not clearly inferable.",public,3,The why dimension directly matches the stated task goal with only minor additions that are standard motivations for coding standards documentation.,mixed,False,,
TC08_how_feel,TC08,technical,how_feel,介绍CI/CD流水线的设计与GitHub Actions实现方法,技术严谨且易于理解，注重实践操作指南，旨在帮助读者轻松上手并深入掌握CI/CD流水线的设计与实现；鼓励探索创新，同时强调遵循最佳实践。,mixed,2,"The general tone of being technical, practical, and focused on best practices is inferable, but specific details like encouraging innovation and ease of understanding are user-specific preferences.",mixed,2,"While technical rigor and practical guidance are standard expectations for CI/CD tutorials, the specific tone preferences like 'encouraging innovation' and emphasis on 'easy understanding' reflect particular authorial choices not clearly inferable from the basic task description.",mixed,False,,
TC08_how_much,TC08,technical,how_much,介绍CI/CD流水线的设计与GitHub Actions实现方法,预计需要1-2周时间完成基础设置与调试，具体取决于项目的复杂度；预算方面，对于开源项目免费，私有项目根据所需计算资源和存储空间收费，初步估计每月成本在50至500美元之间。,mixed,2,"The general need for time and cost estimates in CI/CD setup is inferable, but the specific values depend on user-specific project details and resource requirements.",mixed,2,"While general timeframes and GitHub Actions pricing structure are publicly known, the specific 1-2 week estimate and $50-500 cost range depend on unstated project complexity and requirements.",mixed,False,,
TC08_how_to_do,TC08,technical,how_to_do,介绍CI/CD流水线的设计与GitHub Actions实现方法,首先定义项目的构建、测试和部署流程；然后在GitHub仓库中创建.github/workflows目录，并编写YAML格式的工作流文件来配置GitHub Actions；最后，通过GitHub Actions自动执行这些流程，包括编译代码、运行单元测试、静态代码分析、打包和部署。,public,2,"The general steps for setting up a CI/CD pipeline with GitHub Actions, including defining workflows, creating YAML files, and automating tasks, are standard and widely known in the technical domain.",public,2,The standard CI/CD pipeline steps and GitHub Actions implementation approach are well-established industry conventions that can be reasonably inferred from the task title and goal.,public,False,,
TC08_when,TC08,technical,when,介绍CI/CD流水线的设计与GitHub Actions实现方法,在软件开发生命周期中，特别是在敏捷开发模式下，每次代码提交时触发CI/CD流水线，以实现持续集成和持续交付。,public,2,"It is common practice in CI/CD workflows to trigger pipelines on each code commit, especially in agile development contexts.",public,2,"CI/CD pipeline timing conventions are well-established in software development, with code commit triggers being the standard practice.",public,False,,
TC08_where,TC08,technical,where,介绍CI/CD流水线的设计与GitHub Actions实现方法,适用于任何采用Git版本控制系统的项目，尤其适合使用GitHub作为代码托管平台的开源项目或企业内部项目。,public,3,"It is common knowledge that CI/CD pipelines are generally applicable to projects using Git, and GitHub Actions is specifically tied to GitHub-hosted projects.",public,2,"The task title explicitly mentions GitHub Actions, making it clear this applies to Git/GitHub-based projects, which is standard domain knowledge.",public,False,,
TC08_who,TC08,technical,who,介绍CI/CD流水线的设计与GitHub Actions实现方法,软件开发人员（主要受众）、DevOps工程师（实施者）、项目经理（决策支持）、运维团队（维护者）,mixed,2,"The general audience of CI/CD pipeline discussions (e.g., developers, DevOps engineers) is inferable, but specific roles like project managers and operations teams depend on user-specific context.",public,2,The target audience for CI/CD pipeline design content is predictable from standard software development roles and domain conventions.,mixed,False,,
TC08_why,TC08,technical,why,介绍CI/CD流水线的设计与GitHub Actions实现方法,提高软件开发的效率和质量，确保代码变更能够快速、可靠地部署到生产环境；通过自动化测试和部署流程减少人为错误，加速产品迭代周期。,public,3,The goal of improving software development efficiency and quality through CI/CD pipelines and automation is a standard and widely understood objective in the technical domain.,public,3,"The benefits of CI/CD pipelines (efficiency, quality, automation, reduced errors, faster deployment) are well-established industry standards that any technical professional would expect.",public,False,,
TC09_how_feel,TC09,technical,how_feel,写一份分布式系统中消息队列选型（Kafka vs RabbitMQ）的分析报告,报告风格应客观严谨，但不失生动有趣；语言清晰简洁，避免过多专业术语，确保非技术背景的利益相关者也能理解核心观点；整体呈现积极向上的态度，鼓励团队成员积极探索新技术。,mixed,2,"The general need for a clear, objective, and engaging style is inferable, but specific preferences like avoiding jargon and maintaining a positive tone are user-specific details.",mixed,2,"While technical reports are generally expected to be objective and clear, the specific tone preferences (生动有趣, non-technical stakeholder accessibility, encouraging exploration) reflect particular organizational culture and audience needs that aren't clearly inferable from the basic task.",mixed,False,,
TC09_how_much,TC09,technical,how_much,写一份分布式系统中消息队列选型（Kafka vs RabbitMQ）的分析报告,报告总长度约为20-30页，包括5个主要部分：引言、技术背景、详细对比、结论与建议、参考资料；预计耗时两周完成初稿，再经过一周的同行评审和修订；预算控制在1万元以内，主要用于购买云服务资源以搭建测试环境。,private,3,"The specific details about report length, timeline, and budget are user-specific and not inferable from the task title or general conventions.",private,3,"The specific page count, timeline, budget, and detailed resource allocation are highly dependent on the organization's internal constraints and requirements.",private,False,,
TC09_how_to_do,TC09,technical,how_to_do,写一份分布式系统中消息队列选型（Kafka vs RabbitMQ）的分析报告,首先收集并分析Kafka与RabbitMQ的技术文档、社区反馈及案例研究；其次，从性能指标、可靠性、易用性、成本效益等维度进行对比；最后，基于实际业务场景提出推荐方案，并附上详细的评估标准和测试方法；报告采用Markdown格式编写，包含图表、代码示例和引用文献。,mixed,2,"The general approach to comparing Kafka and RabbitMQ is inferable, but specific details like Markdown format, inclusion of code examples, and testing methods depend on user-specific preferences.",public,2,The methodology for technical comparison reports follows standard practices in software engineering documentation and evaluation frameworks.,mixed,False,,
TC09_when,TC09,technical,when,写一份分布式系统中消息队列选型（Kafka vs RabbitMQ）的分析报告,在项目启动初期或系统重构阶段，当需要选择合适的消息队列来优化分布式系统的性能和可扩展性时；具体时间点可以是项目计划会议或技术评审会议前一周内。,mixed,2,"The general timing of needing such an analysis (e.g., project initiation or system redesign) is inferable, but the specific timing details like 'one week before meetings' are user-specific.",mixed,2,"The general timing (early project phase or system redesign) is inferable from the task goal, but the specific timing details like 'one week before planning meetings' are user-specific and not reasonably predictable.",mixed,False,,
TC09_where,TC09,technical,where,写一份分布式系统中消息队列选型（Kafka vs RabbitMQ）的分析报告,适用于所有使用分布式架构的企业内部，特别是那些正在考虑引入或更换消息队列技术的互联网公司、金融机构以及大型企业IT部门；报告将通过电子邮件、内部知识库或在线会议分享。,mixed,2,"The general audience (technical teams in distributed systems) and sharing methods (e.g., internal communication) are inferable, but the specific focus on certain industries like finance or large enterprises is user-specific.",mixed,2,"While the general target audience (enterprises using distributed systems) is inferable from the technical nature of the task, the specific distribution methods and detailed organizational contexts are user-specific choices.",mixed,False,,
TC09_who,TC09,technical,who,写一份分布式系统中消息队列选型（Kafka vs RabbitMQ）的分析报告,软件开发工程师（直接用户）、系统架构师（决策者）、运维人员（实施者）、项目经理（利益相关者）,mixed,2,"The general roles involved in technical decision-making for distributed systems are inferable, but the specific list of stakeholders carries user-specific details.",public,2,The target audience for a technical comparison report between message queue technologies is predictable from standard software development team roles and decision-making processes.,mixed,False,,
TC09_why,TC09,technical,why,写一份分布式系统中消息队列选型（Kafka vs RabbitMQ）的分析报告,帮助技术团队理解Kafka和RabbitMQ在不同应用场景下的优劣，为系统架构设计提供科学依据；同时，提升团队对消息队列技术的认识，促进技术决策的透明度。,public,2,"The goal of analyzing Kafka and RabbitMQ for their strengths and weaknesses in different scenarios is clearly stated in the task title and goal, and aligns with common expectations for such reports in the technical domain.",mixed,2,"The main purpose is clearly inferable from the task goal, but the additional objectives about team education and decision transparency are user-specific details not evident from the basic comparison task.",mixed,False,,
TC10_how_feel,TC10,technical,how_feel,解释Transformer模型的注意力机制及其在NLP中的应用,内容应具有科学性和严谨性，同时保持清晰易懂；语气积极且充满启发性，鼓励读者深入探索和实践；整体风格应兼具学术性和实用性。,mixed,2,"The general expectation for scientific clarity and an encouraging tone is inferable, but specific stylistic preferences like balancing academic and practical aspects are user-specific.",public,2,"Technical educational content about Transformer models would predictably require scientific rigor, clarity, and an encouraging tone to help researchers understand complex concepts.",mixed,False,,
TC10_how_much,TC10,technical,how_much,解释Transformer模型的注意力机制及其在NLP中的应用,"计划包含3个主要部分：理论讲解（约10,000字）、案例分析（5-7个典型应用场景）和代码实现（2-3个完整的代码示例）；预计总长度为1.5小时的视频教程或30页的技术文档。",private,3,"The specific breakdown of content (e.g., word count, number of examples, and format) depends on user-specific preferences and is not inferable from the task title or goal alone.",private,3,"The specific quantitative details like exact word counts, number of examples, and precise format specifications are user-specific choices not inferable from the general task description.",private,False,,
TC10_how_to_do,TC10,technical,how_to_do,解释Transformer模型的注意力机制及其在NLP中的应用,首先介绍Transformer模型的基本架构；然后详细解释注意力机制的工作原理，包括自注意力机制和多头注意力机制；接着通过实际案例展示如何在NLP任务中应用这些机制；最后提供代码示例和实验结果分析。,mixed,2,"The general structure of explaining the Transformer model and attention mechanisms is inferable, but the inclusion of specific details like code examples and experimental results is user-specific.",public,2,The structured approach from basic architecture to detailed mechanisms to practical applications follows standard technical explanation conventions in NLP/ML domains.,mixed,False,,
TC10_when,TC10,technical,when,解释Transformer模型的注意力机制及其在NLP中的应用,随着深度学习技术的快速发展，尤其是在自然语言处理领域，现在是研究和应用Transformer模型的最佳时机；特别是在需要处理大规模文本数据时。,mixed,2,"The general importance of studying Transformer models in NLP is inferable, but the specific timing and emphasis on large-scale text data are user-specific details.",mixed,2,"While the general timing context about deep learning advancement is inferable, the specific phrasing about 'optimal timing' and 'large-scale text data' reflects particular editorial choices not clearly derivable from the task alone.",mixed,False,,
TC10_where,TC10,technical,where,解释Transformer模型的注意力机制及其在NLP中的应用,在线课程平台、学术会议、技术博客、专业论坛、企业内部培训以及高等教育机构的相关课程中；全球范围内，特别是在科技公司和技术社区。,mixed,2,"The general venues like online platforms, conferences, and technical blogs are inferable, but the specific mention of enterprise training and global focus adds user-specific details.",public,2,The venues and contexts for explaining Transformer attention mechanisms are standard educational and professional platforms predictable from the technical domain and educational goal.,mixed,False,,
TC10_who,TC10,technical,who,解释Transformer模型的注意力机制及其在NLP中的应用,计算机科学专业的学生、NLP领域的研究人员、AI工程师、数据科学家以及对深度学习感兴趣的从业者；同时也适用于希望了解最新技术动态的教育工作者。,mixed,2,"The general audience of technical tasks in NLP, such as researchers and developers, is inferable, but the specific inclusion of educators and other nuanced groups depends on user-specific preferences.",public,2,The target audience for a technical explanation of Transformer attention mechanisms is clearly inferable from the domain and task complexity.,mixed,False,,
TC10_why,TC10,technical,why,解释Transformer模型的注意力机制及其在NLP中的应用,帮助研究人员和开发者深入理解Transformer模型的核心机制，提升其在自然语言处理任务中的应用效果；促进技术创新和学术交流。,public,3,"The purpose of explaining a technical concept like the Transformer model's attention mechanism in NLP is commonly to enhance understanding, improve application, and foster innovation, which aligns with general expectations in the research and development domain.",mixed,2,"The main purpose is clearly inferable from the task goal, but the additional aspect about promoting innovation and academic exchange adds user-specific motivations not directly stated in the original goal.",mixed,False,,
TR01_how_feel,TR01,travel,how_feel,写一篇惠州两日游攻略,轻松愉悦，充满探索乐趣；内容详实，易于理解；注重细节，提供实用建议；风格清新自然，激发旅行热情。,mixed,2,"The general tone and purpose of a travel guide (light, engaging, and practical) are inferable, but specific stylistic preferences like '风格清新自然' and detailed emotional nuances are user-specific.",public,2,"Travel guide writing conventions typically require an engaging, informative tone that inspires readers and provides practical details, making this emotional tone reasonably predictable.",mixed,False,,
TR01_how_much,TR01,travel,how_much,写一篇惠州两日游攻略,总预算约1000-2000元/人，其中交通费用300-500元、住宿费用400-600元、餐饮费用200-300元、门票及其他费用100-200元；建议游玩天数为两天一夜，团队规模以2-4人为佳。,mixed,2,"The general idea of providing a budget range and suggested trip duration is inferable, but the specific cost breakdown and team size carry user-specific details that are not clearly predictable.",mixed,2,"While budget ranges for 2-day travel are generally predictable, the specific price breakdowns and exact amounts depend on personal preferences and current market rates.",mixed,False,,
TR01_how_to_do,TR01,travel,how_to_do,写一篇惠州两日游攻略,首先确定行程安排，合理分配时间；选择合适的交通方式，如自驾、高铁或长途汽车；预订酒店或民宿；列出必去景点和活动，如西湖游船、海滩漫步、品尝当地美食等；准备必需品，如防晒霜、雨具、相机等；了解当地文化和风俗，尊重当地习惯。,public,2,"The general steps for planning a two-day trip, including transportation, accommodation, must-visit attractions, and preparation essentials, are standard and inferable from common travel conventions and the task goal.",public,2,Standard travel planning steps for a two-day city trip are well-established conventions that any travel guide would include.,public,False,,
TR01_when,TR01,travel,when,写一篇惠州两日游攻略,全年皆宜，最佳时间为春秋季节，避开夏季高温和冬季寒冷；周末或节假日出行需提前预订住宿和交通工具。,mixed,2,"The general idea of recommending spring and autumn for travel is inferable based on common knowledge about weather, but specific advice about avoiding high temperatures, cold winters, and pre-booking for weekends or holidays includes user-specific details.",public,2,Travel timing recommendations for a specific location like Huizhou follow standard seasonal patterns and booking conventions that are commonly known in travel planning.,mixed,False,,
TR01_where,TR01,travel,where,写一篇惠州两日游攻略,广东省惠州市，包括西湖景区、红花湖、巽寮湾、双月湾等热门景点；涵盖市区及周边区域，适合自驾游和公共交通。,mixed,2,"The general focus on popular attractions in惠州 is inferable, but the specific list of locations and transportation details are user-specific and not fully predictable.",public,2,"The task title explicitly mentions Huizhou (惠州), and popular tourist destinations within Huizhou like West Lake and coastal areas are well-known and predictable for a travel guide.",mixed,False,,
TR01_who,TR01,travel,who,写一篇惠州两日游攻略,旅游爱好者（主要受众）、家庭游客、情侣、摄影爱好者、当地居民（作为参考）,mixed,2,"The general audience of travel guides (e.g., tourists, families, couples) is inferable, but the inclusion of specific groups like photography enthusiasts or local residents is user-specific.",public,2,"Travel guide audiences are predictable from domain conventions - tourists, families, couples, and photography enthusiasts are standard target groups for destination guides.",mixed,False,,
TR01_why,TR01,travel,why,写一篇惠州两日游攻略,帮助游客更好地规划惠州两日游行程，体验当地自然风光和文化特色；提供实用的旅行建议，确保旅途愉快且高效。,public,3,The purpose of helping tourists plan a two-day trip to Huizhou and ensuring an enjoyable and efficient experience is directly stated in the task goal and aligns with common travel guide objectives.,public,3,"The purpose of a travel guide is universally to help tourists plan trips and experience local attractions, which is clearly inferable from the task title and domain conventions.",public,False,,
TR02_how_feel,TR02,travel,how_feel,为一家三口规划一次成都五日游方案,轻松愉快的家庭氛围；充满好奇与探索精神；对传统文化怀有敬畏之心；品尝地道美食时感到满足与幸福；整体风格温馨且富有教育意义。,mixed,2,"The general emotional tone of a family trip to Chengdu, such as relaxation, curiosity, and enjoyment of food, is inferable, but specific details like '敬畏之心' for traditional culture and '温馨且富有教育意义' are user-specific and not fully predictable.",mixed,2,"While general positive family feelings are inferable from a family trip context, the specific emotional nuances like 'reverence for traditional culture' and 'educational significance' reflect particular family values not clearly derivable from the basic task description.",mixed,False,,
TR02_how_much,TR02,travel,how_much,为一家三口规划一次成都五日游方案,"总预算约为15,000元人民币，其中机票费用约6,000元、酒店住宿费4,500元、餐饮开支2,000元、门票及其他娱乐活动费用1,500元、交通及购物预留1,000元；整个旅程为期五天四夜。",private,3,"The specific budget breakdown and total amount depend on user-specific financial preferences and priorities, which are not inferable from the task title or general context.",private,3,"The specific budget amount of 15,000 RMB and detailed cost breakdown are highly dependent on the family's personal financial situation and preferences, which cannot be inferred from the general task description.",private,False,,
TR02_how_to_do,TR02,travel,how_to_do,为一家三口规划一次成都五日游方案,通过在线旅游平台预订机票和酒店；提前联系当地旅行社安排接送机服务及每日行程；制定详细的日程表，确保每个景点都有足够的时间游览；准备必要的旅行用品，如防晒霜、雨伞、常用药品等；下载相关APP了解实时天气和交通状况。,mixed,2,"While general steps like booking tickets, arranging transportation, and preparing travel essentials are inferable, specific details such as contacting a local travel agency or downloading specific apps are user-specific and not fully predictable.",public,2,"Standard travel planning steps like booking flights/hotels, arranging transportation, creating itineraries, and preparing travel essentials are common knowledge for any multi-day family trip.",mixed,False,,
TR02_when,TR02,travel,when,为一家三口规划一次成都五日游方案,计划在春季或秋季进行，避开节假日高峰期以享受更舒适的旅行体验；具体日期为2023年10月1日至5日。,mixed,2,"The preference for spring or autumn and avoiding peak holiday periods is inferable, but the specific dates are user-specific and not predictable from context alone.",private,3,"The specific dates (October 1-5, 2023) and personal scheduling preferences cannot be inferred without user-specific information about their availability and constraints.",mixed,False,,
TR02_where,TR02,travel,where,为一家三口规划一次成都五日游方案,四川省成都市及其周边地区，包括武侯祠、锦里古街、熊猫基地、都江堰等著名景点；选择位于市中心的四星级酒店作为住宿地点。,mixed,2,"The general focus on Chengdu and its famous attractions is inferable, but the specific choice of a four-star hotel and exact locations like 武侯祠 or 都江堰 depends on user-specific preferences.",mixed,2,"While Chengdu as the main destination is clearly inferable from the task title, the specific attractions and four-star hotel preference require user-specific choices among many options.",mixed,False,,
TR02_who,TR02,travel,who,为一家三口规划一次成都五日游方案,一家三口（主要参与者）、旅游规划师（方案设计者）、当地导游（行程引导者）、酒店及景点工作人员（服务提供者）,mixed,2,"The involvement of '一家三口' is clear from the task title, but the inclusion of other roles like '旅游规划师', '当地导游', and '酒店及景点工作人员' depends on user-specific preferences and is not fully inferable.",mixed,2,"While 'family of three' is clearly stated in the title, the specific roles like tour planner, local guide, and service staff represent detailed stakeholder analysis that goes beyond what's directly inferable from the basic task description.",mixed,False,,
TR02_why,TR02,travel,why,为一家三口规划一次成都五日游方案,为了让一家三口在忙碌的生活中放松身心，增进家庭成员之间的感情，同时体验成都丰富的文化与美食。,public,3,"The goal of relaxation, family bonding, and experiencing local culture and cuisine is a common and inferable purpose for a family travel plan in this context.",public,2,"The motivations for a family trip to Chengdu (relaxation, bonding, cultural/culinary experience) are standard and predictable from the task context.",public,False,,
TR03_how_feel,TR03,travel,how_feel,设计一条云南大理洱海环湖骑行路线,整体氛围轻松愉快且充满探索精神；途中既可享受宁静美丽的湖光山色，也能深入了解当地的历史文化和风土人情。,mixed,2,"The general expectation of a relaxed and exploratory atmosphere is inferable, but the specific emphasis on local history, culture, and scenery reflects user-specific preferences.",public,2,"The relaxed, exploratory atmosphere and emphasis on natural scenery plus cultural experience are standard expectations for scenic cycling routes in tourist destinations like Dali.",mixed,False,,
TR03_how_much,TR03,travel,how_much,设计一条云南大理洱海环湖骑行路线,预计总里程约120公里，分为两天完成，每天骑行约60公里；预算方面，包括租车费用（约50元/天）、住宿费（每晚100-300元不等）以及其他可能产生的餐饮和个人开销。,mixed,2,"The general idea of estimating total distance, duration, and basic costs is inferable, but the specific values for mileage, budget, and cost breakdown depend on user-specific preferences and assumptions.",mixed,2,"While the general scope of distance and budget categories for Erhai Lake cycling are inferable from domain knowledge, the specific 120km/2-day split and detailed cost breakdowns reflect particular planning choices not clearly derivable from the task alone.",mixed,False,,
TR03_how_to_do,TR03,travel,how_to_do,设计一条云南大理洱海环湖骑行路线,首先进行实地考察，收集沿途风景点信息及路况资料；其次设计合理的停靠站点和服务设施布局；最后通过专业软件绘制详细地图，并附上注意事项和推荐行程。,mixed,2,"The general steps like route planning, considering scenic spots, and providing maps are inferable, but specific details like using professional software and exact service layouts are user-specific.",public,2,The methodology follows standard travel route planning practices that any professional would reasonably apply for designing cycling routes around scenic areas.,mixed,False,,
TR03_when,TR03,travel,when,设计一条云南大理洱海环湖骑行路线,建议在每年的3月至11月期间规划骑行活动，避开雨季以确保安全舒适的骑行体验；具体时间可以根据个人日程灵活安排。,mixed,2,"The general recommendation to avoid the rainy season and focus on a comfortable period is inferable, but the specific range of March to November and flexibility based on personal schedules carries user-specific details.",public,2,"The seasonal timing recommendation (March-November, avoiding rainy season) is standard travel knowledge for Yunnan's climate and cycling safety.",mixed,False,,
TR03_where,TR03,travel,where,设计一条云南大理洱海环湖骑行路线,路线覆盖整个洱海周边区域，包括双廊古镇、喜洲古镇等著名景点；从大理古城出发，途经多个特色村落和自然景观，最终返回起点形成闭环。,mixed,2,"The general idea of covering the Erhai Lake area and including notable spots like ancient towns is inferable, but the specific route details and stops depend on user-specific preferences.",public,2,The specific route around Erhai Lake including famous spots like Shuanglang and Xizhou ancient towns follows standard tourism conventions for this well-known destination.,mixed,False,,
TR03_who,TR03,travel,who,设计一条云南大理洱海环湖骑行路线,骑行爱好者、户外运动者、旅游探险者、家庭游客以及对云南文化感兴趣的个人或团体；当地旅游局和相关服务提供商也将参与路线的设计与维护。,mixed,2,"The general target audience (e.g., cyclists, tourists) is inferable, but the inclusion of specific groups like local tourism boards and service providers is user-specific and not obvious from the context alone.",public,2,"The target audience for a cycling route around Erhai Lake in Dali is predictable from the activity type and tourism context, though specific stakeholder details add some specificity.",mixed,False,,
TR03_why,TR03,travel,why,设计一条云南大理洱海环湖骑行路线,推广健康环保的旅行方式，提升游客对大理自然风光的体验感；同时促进当地旅游业的可持续发展。,mixed,2,"The general goals of promoting health, environmental awareness, and enhancing the travel experience are inferable, but the mention of sustainable development of local tourism adds user-specific detail.",mixed,2,"The core environmental and experiential motivations are inferable from the cycling route context, but the specific addition about promoting local sustainable tourism development requires user-specific knowledge.",mixed,False,,
TR04_how_feel,TR04,travel,how_feel,写一篇适合年轻人的西藏自驾游攻略,整体风格应轻松活泼而不失专业性，语言通俗易懂；通过生动的文字和精美的图片激发读者对西藏美景的好奇心与向往之情；同时传达出对自然环境的尊重及保护意识。,mixed,2,"The need for a lighthearted yet professional tone and respect for nature is inferable, but specific stylistic details like using vivid text and images are user-specific preferences.",mixed,2,"While targeting young people suggests a casual tone, the specific balance of professionalism, environmental consciousness, and exact stylistic elements are user-specific preferences.",mixed,False,,
TR04_how_much,TR04,travel,how_much,写一篇适合年轻人的西藏自驾游攻略,预计整个攻略将涵盖约10条经典线路，每条线路包含至少5个必去景点；总篇幅控制在2万字左右，配以30张以上高清图片；建议预留一周时间完成攻略撰写。,private,3,"The specific details about the number of routes, word count, image count, and time allocation are user-specific and not inferable from the task title or general domain conventions.",private,3,"The specific numbers (10 routes, 5 attractions each, 20,000 words, 30+ images, one week timeline) are detailed specifications that cannot be inferred from the general task description.",private,False,,
TR04_how_to_do,TR04,travel,how_to_do,写一篇适合年轻人的西藏自驾游攻略,首先详细介绍西藏自驾游前的准备工作，如车辆检查、必备装备清单；接着按地区划分推荐路线，并附上每个地点的特色介绍与注意事项；最后分享一些实用的小贴士，比如如何应对高原反应、紧急情况下的求助方式等。,mixed,2,"The general structure of a travel guide, including preparation, route recommendations, and tips, is inferable, but the specific details like the exact checklist or tips for high-altitude sickness are user-specific.",public,2,"The structure of preparation, route recommendations, and practical tips follows standard travel guide conventions that would be expected for any self-driving travel content.",mixed,False,,
TR04_when,TR04,travel,when,写一篇适合年轻人的西藏自驾游攻略,最佳旅行时间为每年的5月至10月，此时天气适宜且风景优美；避免冬季前往，因为道路可能因积雪而封闭。,public,3,"The best travel time to Tibet is widely known to be May to October due to favorable weather and scenery, and avoiding winter due to snow-blocked roads is common knowledge in the travel domain.",public,3,Tibet's seasonal weather patterns and road accessibility are well-established travel knowledge that any knowledgeable person would predict for a self-driving guide.,public,False,,
TR04_where,TR04,travel,where,写一篇适合年轻人的西藏自驾游攻略,西藏自治区，包括拉萨、林芝、日喀则等著名景点；同时介绍沿途的地理环境、气候特点以及文化背景。,mixed,2,"The inclusion of Tibet and its famous locations is inferable, but the specific details about the route, geography, and cultural background are user-specific and not fully predictable.",public,3,"The task title explicitly mentions Tibet self-driving travel, making the location (Tibet Autonomous Region and its major destinations) clearly inferable.",mixed,False,,
TR04_who,TR04,travel,who,写一篇适合年轻人的西藏自驾游攻略,热爱探险的年轻人（主要受众）、旅游爱好者（潜在读者）、旅行社工作人员（内容参考者）、当地导游及商家（服务提供者）,mixed,2,"The primary audience of adventurous young people is inferable, but the inclusion of other groups like travel agency staff and local guides carries user-specific details.",mixed,2,"While the primary audience of young people is clearly stated in the title, the specific additional stakeholders like travel agencies and local guides require domain knowledge but aren't explicitly inferable from the basic task description.",mixed,False,,
TR04_why,TR04,travel,why,写一篇适合年轻人的西藏自驾游攻略,帮助年轻人更好地规划西藏自驾游行程，体验独特的自然风光和文化风情；提供实用的旅行建议以确保旅途安全、愉快。,public,3,"The purpose of helping young people plan a safe and enjoyable self-driving trip to Tibet, while experiencing its natural and cultural highlights, is directly stated in the task goal and aligns with common expectations for travel guides.",public,3,The purpose is directly stated in the task goal and follows standard travel guide conventions for helping people plan trips safely and enjoyably.,public,False,,
TR05_how_feel,TR05,travel,how_feel,为退休老人推荐一条张家界三日游行程,整体氛围轻松愉悦，注重安全与舒适；行程安排节奏适中，避免过度劳累；情感基调温馨关怀，让老人感受到家人的陪伴与社会的关爱。,mixed,2,"The general focus on a relaxed, safe, and comfortable atmosphere for elderly travelers is inferable, but the specific emotional tone of warmth and societal care is user-specific.",public,2,"The emotional tone for elderly travel recommendations follows predictable conventions emphasizing comfort, safety, and care.",mixed,False,,
TR05_how_much,TR05,travel,how_much,为退休老人推荐一条张家界三日游行程,总预算约每人5000元，其中包括交通费1500元（往返机票及当地交通）、住宿费1500元（两晚四星级酒店）、餐饮费800元、门票及导览费用1000元、保险及其他杂费200元；团队规模建议不超过10人，以确保每位老人得到充分照顾。,private,3,The specific budget breakdown and team size depend on user-specific preferences and cannot be reasonably inferred from the context alone.,mixed,2,"While general budget ranges for elderly travel are inferable from domain knowledge, the specific 5000 yuan breakdown and exact allocations reflect particular service level choices not clearly determinable from the task alone.",mixed,False,,
